batter,bowler,matchup_balls,matchup_runs,matchup_dismissals,matchup_sr,matchup_avg
A Symonds,PJ Sangwan,4,6,0,,6.0
A Symonds,PP Chawla,25,35,0,140.0,35.0
A Symonds,PP Ojha,8,3,0,37.5,3.0
A Symonds,Pankaj Singh,6,4,0,66.7,4.0
A Symonds,R Ashwin,15,19,1,126.7,19.0
A Symonds,R Bhatia,1,0,1,,0.0
A Symonds,R McLaren,8,9,1,112.5,9.0
A Symonds,R Sharma,2,2,0,,2.0
A Symonds,R Vinay Kumar,11,20,0,181.8,20.0
A Symonds,RA Jadeja,9,9,1,100.0,9.0
A Symonds,RE van der Merwe,11,14,1,127.3,14.0
A Symonds,RJ Harris,2,2,0,,2.0
A Symonds,RR Powar,8,9,0,112.5,9.0
A Symonds,S Ladda,5,8,0,,8.0
A Symonds,S Narwal,6,13,0,216.7,13.0
A Symonds,S Randiv,7,7,0,100.0,7.0
A Symonds,S Sreesanth,12,35,0,291.7,35.0
A Symonds,SB Jakati,19,32,0,168.4,32.0
A Symonds,SE Bond,7,7,0,100.0,7.0
A Symonds,SJ Srivastava,7,7,0,100.0,7.0
A Symonds,SK Raina,9,5,0,55.6,5.0
A Symonds,SK Trivedi,20,43,1,215.0,43.0
A Symonds,SK Warne,37,65,0,175.7,65.0
A Symonds,SL Malinga,5,0,1,,0.0
A Symonds,SR Watson,14,12,0,85.7,12.0
A Symonds,SW Tait,2,1,0,,1.0
A Symonds,T Thushara,4,2,0,,2.0
A Symonds,TM Dilshan,5,13,0,,13.0
A Symonds,UT Yadav,12,13,0,108.3,13.0
A Symonds,V Kohli,7,11,0,157.1,11.0
A Symonds,VY Mahesh,1,1,0,,1.0
A Symonds,WA Mota,11,11,0,100.0,11.0
A Symonds,WD Parnell,6,10,0,166.7,10.0
A Symonds,Y Nagar,6,16,0,266.7,16.0
A Symonds,YK Pathan,3,9,0,,9.0
A Symonds,Yuvraj Singh,15,11,2,73.3,5.5
A Symonds,Z Khan,3,3,0,,3.0
A Tomar,JO Holder,6,4,0,66.7,4.0
A Tomar,Mohsin Khan,2,0,1,,0.0
A Uniyal,DP Nannes,3,3,0,,3.0
A Uniyal,S Ladda,3,1,0,,1.0
A Uniyal,SL Malinga,1,0,1,,0.0
A Zampa,A Mishra,6,5,1,83.3,5.0
A Zampa,A Nehra,1,0,1,,0.0
A Zampa,GJ Maxwell,2,1,0,,1.0
A Zampa,KV Sharma,1,0,1,,0.0
A Zampa,MG Bracewell,3,1,0,,1.0
A Zampa,MM Sharma,3,3,1,,3.0
A Zampa,Mohammed Shami,1,1,0,,1.0
A Zampa,Noor Ahmad,2,1,0,,1.0
A Zampa,Rashid Khan,3,2,0,,2.0
A Zampa,TU Deshpande,1,1,1,,1.0
A Zampa,Z Khan,1,0,0,,0.0
AA Bilakhia,A Kumble,3,6,0,,6.0
AA Bilakhia,A Mishra,11,7,1,63.6,7.0
AA Bilakhia,A Nehra,12,12,0,100.0,12.0
AA Bilakhia,DL Vettori,5,1,1,,1.0
AA Bilakhia,DP Nannes,7,6,0,85.7,6.0
AA Bilakhia,JA Morkel,7,6,0,85.7,6.0
AA Bilakhia,JDP Oram,2,1,0,,1.0
AA Bilakhia,L Balaji,1,4,0,,4.0
AA Bilakhia,M Muralitharan,4,1,0,,1.0
AA Bilakhia,P Kumar,8,12,0,150.0,12.0
AA Bilakhia,PJ Sangwan,4,2,0,,2.0
AA Bilakhia,R Vinay Kumar,4,4,1,,4.0
AA Bilakhia,SK Warne,3,1,1,,1.0
AA Bilakhia,SM Harwood,1,0,1,,0.0
AA Bilakhia,SR Watson,1,1,0,,1.0
AA Bilakhia,TM Dilshan,6,3,0,50.0,3.0
AA Bilakhia,V Sehwag,1,1,0,,1.0
AA Bilakhia,YK Pathan,4,1,0,,1.0
AA Chavan,BJ Hodge,3,1,0,,1.0
AA Chavan,KA Pollard,1,0,1,,0.0
AA Chavan,M Morkel,4,5,0,,5.0
AA Chavan,MM Patel,1,4,0,,4.0
AA Chavan,UT Yadav,2,2,0,,2.0
AA Jhunjhunwala,A Kumble,7,3,0,42.9,3.0
AA Jhunjhunwala,A Mishra,9,9,1,100.0,9.0
AA Jhunjhunwala,A Symonds,3,0,0,,0.0
AA Jhunjhunwala,AB Dinda,4,3,0,,3.0
AA Jhunjhunwala,AB McDonald,2,1,0,,1.0
AA Jhunjhunwala,AD Mathews,6,9,0,150.0,9.0
AA Jhunjhunwala,AG Murtaza,6,12,0,200.0,12.0
AA Jhunjhunwala,Azhar Mahmood,3,2,0,,2.0
AA Jhunjhunwala,BJ Hodge,4,7,0,,7.0
AA Jhunjhunwala,BW Hilfenhaus,1,1,0,,1.0
AA Jhunjhunwala,DE Bollinger,2,1,1,,1.0
AA Jhunjhunwala,DP Nannes,8,15,0,187.5,15.0
AA Jhunjhunwala,DS Kulkarni,13,18,0,138.5,18.0
AA Jhunjhunwala,DW Steyn,1,0,0,,0.0
AA Jhunjhunwala,Harbhajan Singh,6,5,1,83.3,5.0
AA Jhunjhunwala,Harmeet Singh,1,0,1,,0.0
AA Jhunjhunwala,I Sharma,1,0,1,,0.0
AA Jhunjhunwala,JA Morkel,3,7,0,,7.0
AA Jhunjhunwala,JH Kallis,12,9,1,75.0,9.0
AA Jhunjhunwala,KA Pollard,2,0,1,,0.0
AA Jhunjhunwala,M Kartik,16,19,1,118.8,19.0
AA Jhunjhunwala,M Morkel,1,0,1,,0.0
AA Jhunjhunwala,M Muralitharan,2,6,0,,6.0
AA Jhunjhunwala,MF Maharoof,4,5,0,,5.0
AA Jhunjhunwala,MM Patel,2,0,0,,0.0
AA Jhunjhunwala,P Awana,3,2,0,,2.0
AA Jhunjhunwala,P Kumar,5,1,1,,1.0
AA Jhunjhunwala,PJ Sangwan,13,9,0,69.2,9.0
AA Jhunjhunwala,PP Chawla,6,6,0,100.0,6.0
AA Jhunjhunwala,PP Ojha,2,3,0,,3.0
AA Jhunjhunwala,Pankaj Singh,4,5,1,,5.0
AA Jhunjhunwala,R McLaren,1,0,0,,0.0
AA Jhunjhunwala,R Sathish,3,2,0,,2.0
AA Jhunjhunwala,R Vinay Kumar,5,1,0,,1.0
AA Jhunjhunwala,RJ Harris,2,4,0,,4.0
AA Jhunjhunwala,RP Singh,3,4,0,,4.0
AA Jhunjhunwala,RR Powar,3,8,0,,8.0
AA Jhunjhunwala,S Ladda,14,16,0,114.3,16.0
AA Jhunjhunwala,SE Bond,5,7,0,,7.0
AA Jhunjhunwala,SJ Srivastava,2,0,1,,0.0
AA Jhunjhunwala,SL Malinga,5,1,1,,1.0
AA Jhunjhunwala,ST Jayasuriya,7,8,0,114.3,8.0
AA Jhunjhunwala,T Thushara,3,4,1,,4.0
AA Jhunjhunwala,UT Yadav,4,4,0,,4.0
AA Kulkarni,MA Starc,4,4,1,,4.0
AA Kulkarni,N Thushara,1,0,1,,0.0
AA Kulkarni,VG Arora,3,5,0,,5.0
AA Noffke,AB Agarkar,6,2,0,33.3,2.0
AA Noffke,SC Ganguly,4,7,1,,7.0
AB Agarkar,A Mishra,8,1,0,12.5,1.0
AB Agarkar,A Nehra,3,3,0,,3.0
AB Agarkar,A Singh,2,3,0,,3.0
AB Agarkar,AB McDonald,2,2,0,,2.0
AB Agarkar,DE Bollinger,3,4,0,,4.0
AB Agarkar,DJ Bravo,4,4,1,,4.0
AB Agarkar,DJ Thornely,5,2,0,,2.0
AB Agarkar,DP Nannes,6,8,0,133.3,8.0
AB Agarkar,DS Kulkarni,2,5,0,,5.0
AB Agarkar,DW Steyn,2,1,0,,1.0
AB Agarkar,IK Pathan,2,1,0,,1.0
AB Agarkar,J Botha,3,3,0,,3.0
AB Agarkar,JH Kallis,2,2,0,,2.0
AB Agarkar,Jaskaran Singh,1,1,0,,1.0
AB Agarkar,Joginder Sharma,2,2,0,,2.0
AB Agarkar,KAJ Roach,4,7,0,,7.0
AB Agarkar,Kamran Khan,1,1,0,,1.0
AB Agarkar,M Muralitharan,4,6,0,,6.0
AB Agarkar,MS Gony,2,2,1,,2.0
AB Agarkar,P Amarnath,2,6,0,,6.0
AB Agarkar,P Awana,3,4,0,,4.0
AB Agarkar,P Kumar,9,7,0,77.8,7.0
AB Agarkar,PD Collingwood,4,6,1,,6.0
AB Agarkar,PJ Sangwan,8,17,1,212.5,17.0
AB Agarkar,R Ashwin,4,1,1,,1.0
AB Agarkar,R Bhatia,7,15,0,214.3,15.0
AB Agarkar,R Vinay Kumar,2,3,0,,3.0
AB Agarkar,RA Jadeja,6,3,0,50.0,3.0
AB Agarkar,RE van der Merwe,4,4,0,,4.0
AB Agarkar,RP Singh,2,6,1,,6.0
AB Agarkar,RR Raje,6,10,0,166.7,10.0
AB Agarkar,SB Styris,1,1,0,,1.0
AB Agarkar,SK Warne,5,4,0,,4.0
AB Agarkar,SL Malinga,3,2,0,,2.0
AB Agarkar,SR Watson,8,12,1,150.0,12.0
AB Agarkar,ST Jayasuriya,5,1,1,,1.0
AB Agarkar,Sohail Tanvir,7,13,0,185.7,13.0
AB Agarkar,T Henderson,4,2,0,,2.0
AB Agarkar,TM Dilshan,1,1,0,,1.0
AB Agarkar,UT Yadav,2,3,0,,3.0
AB Barath,A Symonds,1,1,0,,1.0
AB Barath,DL Vettori,4,1,0,,1.0
AB Barath,Harbhajan Singh,7,13,0,185.7,13.0
AB Barath,JP Duminy,1,0,1,,0.0
AB Barath,PD Collingwood,1,1,0,,1.0
AB Barath,PP Ojha,5,1,1,,1.0
AB Barath,R McLaren,7,3,0,42.9,3.0
AB Barath,R Sathish,7,9,0,128.6,9.0
AB Barath,RG Sharma,4,5,0,,5.0
AB Barath,SL Malinga,2,4,0,,4.0
AB Barath,Z Khan,3,4,0,,4.0
AB Dinda,A Mishra,3,2,1,,2.0
AB Dinda,AD Mascarenhas,1,1,0,,1.0
AB Dinda,CH Gayle,5,6,0,,6.0
AB Dinda,DJ Bravo,2,2,0,,2.0
AB Dinda,DJ Thornely,1,1,0,,1.0
AB Dinda,DW Steyn,2,0,1,,0.0
AB Dinda,Harbhajan Singh,3,0,0,,0.0
AB Dinda,KA Pollard,1,1,0,,1.0
AB Dinda,MG Johnson,5,2,0,,2.0
AB Dinda,P Awana,4,1,0,,1.0
AB Dinda,PJ Cummins,1,0,1,,0.0
AB Dinda,PV Tambe,3,0,1,,0.0
AB Dinda,R Vinay Kumar,1,0,1,,0.0
AB Dinda,RP Singh,3,3,1,,3.0
AB Dinda,SL Malinga,6,1,2,16.7,0.5
AB Dinda,SR Watson,1,0,1,,0.0
AB Dinda,Sohail Tanvir,2,1,0,,1.0
AB Dinda,Z Khan,4,5,0,,5.0
AB McDonald,A Kumble,2,1,1,,1.0
AB McDonald,AG Murtaza,6,5,0,83.3,5.0
AB McDonald,Azhar Mahmood,3,5,1,,5.0
AB McDonald,CRD Fernando,6,6,0,100.0,6.0
AB McDonald,DAJ Bracewell,5,6,0,,6.0
AB McDonald,DE Bollinger,2,2,1,,2.0
AB McDonald,DJ Bravo,9,16,0,177.8,16.0
AB McDonald,DJ Hussey,4,2,0,,2.0
AB McDonald,DW Steyn,3,8,0,,8.0
AB McDonald,Harbhajan Singh,8,6,0,75.0,6.0
AB McDonald,IK Pathan,7,19,0,271.4,19.0
AB McDonald,JA Morkel,1,1,0,,1.0
AB McDonald,KA Pollard,6,5,0,83.3,5.0
AB McDonald,M Morkel,3,4,1,,4.0
AB McDonald,P Awana,6,7,0,116.7,7.0
AB McDonald,P Kumar,7,9,0,128.6,9.0
AB McDonald,PP Chawla,3,3,0,,3.0
AB McDonald,R Vinay Kumar,2,1,0,,1.0
AB McDonald,RE van der Merwe,2,2,0,,2.0
AB McDonald,S Nadeem,2,0,1,,0.0
AB McDonald,SK Trivedi,5,8,0,,8.0
AB McDonald,SW Tait,4,6,0,,6.0
AB McDonald,UT Yadav,4,1,0,,1.0
AB de Villiers,A Ashish Reddy,18,46,0,255.6,46.0
AB de Villiers,A Chandila,11,26,0,236.4,26.0
AB de Villiers,A Flintoff,12,34,0,283.3,34.0
AB de Villiers,A Kumble,41,39,0,95.1,39.0
AB de Villiers,A Mishra,37,40,1,108.1,40.0
AB de Villiers,A Nehra,28,61,2,217.9,30.5
AB de Villiers,A Nortje,11,16,2,145.5,8.0
AB de Villiers,A Singh,7,11,0,157.1,11.0
AB de Villiers,A Symonds,12,15,0,125.0,15.0
AB de Villiers,A Uniyal,1,1,0,,1.0
AB de Villiers,A Zampa,3,1,1,,1.0
AB de Villiers,AB Agarkar,5,6,0,,6.0
AB de Villiers,AB Dinda,17,50,0,294.1,50.0
AB de Villiers,AC Thomas,6,14,1,233.3,14.0
AB de Villiers,AD Mascarenhas,13,8,1,61.5,8.0
AB de Villiers,AD Mathews,3,7,0,,7.0
AB de Villiers,AD Russell,35,87,1,248.6,87.0
AB de Villiers,AG Murtaza,18,18,1,100.0,18.0
AB de Villiers,AJ Tye,21,23,1,109.5,23.0
AB de Villiers,AN Ahmed,6,10,0,166.7,10.0
AB de Villiers,AR Patel,70,71,2,101.4,35.5
AB de Villiers,AS Rajpoot,14,34,0,242.9,34.0
AB de Villiers,AS Raut,5,10,0,,10.0
AB de Villiers,Abhishek Sharma,3,2,0,,2.0
AB de Villiers,Anand Rajan,7,17,0,242.9,17.0
AB de Villiers,Ankit Sharma,20,39,0,195.0,39.0
AB de Villiers,Ankit Soni,4,3,0,,3.0
AB de Villiers,Anureet Singh,9,10,0,111.1,10.0
AB de Villiers,Arshdeep Singh,2,6,1,,6.0
AB de Villiers,Avesh Khan,12,9,0,75.0,9.0
AB de Villiers,Azhar Mahmood,16,20,1,125.0,20.0
AB de Villiers,B Akhil,14,16,0,114.3,16.0
AB de Villiers,B Kumar,41,68,3,165.9,22.7
AB de Villiers,B Laughlin,7,13,0,185.7,13.0
AB de Villiers,B Lee,3,5,0,,5.0
AB de Villiers,BA Stokes,9,4,0,44.4,4.0
AB de Villiers,BAW Mendis,4,6,0,,6.0
AB de Villiers,BB Sran,16,19,1,118.8,19.0
AB de Villiers,Basil Thampi,6,16,0,266.7,16.0
AB de Villiers,Bipul Sharma,5,4,1,,4.0
AB de Villiers,CH Morris,33,71,0,215.2,71.0
AB de Villiers,CJ Dala,1,1,0,,1.0
AB de Villiers,CL White,2,1,1,,1.0
AB de Villiers,CR Brathwaite,1,0,1,,0.0
AB de Villiers,CR Woakes,4,6,0,,6.0
AB de Villiers,CV Varun,14,17,0,121.4,17.0
AB de Villiers,DAJ Bracewell,9,16,0,177.8,16.0
AB de Villiers,DE Bollinger,4,9,0,,9.0
AB de Villiers,DJ Bravo,44,72,1,163.6,72.0
AB de Villiers,DJ Hooda,1,4,0,,4.0
AB de Villiers,DJ Hussey,12,23,1,191.7,23.0
AB de Villiers,DJG Sammy,11,34,0,309.1,34.0
AB de Villiers,DL Chahar,16,10,1,62.5,10.0
AB de Villiers,DP Nannes,7,14,1,200.0,14.0
AB de Villiers,DR Sams,5,9,0,,9.0
AB de Villiers,DR Smith,16,30,1,187.5,30.0
AB de Villiers,DS Kulkarni,38,50,1,131.6,50.0
AB de Villiers,DT Christian,6,2,0,33.3,2.0
AB de Villiers,DW Steyn,23,55,2,239.1,27.5
AB de Villiers,GB Hogg,9,11,0,122.2,11.0
AB de Villiers,GC Viljoen,10,22,0,220.0,22.0
AB de Villiers,GJ Maxwell,8,15,0,187.5,15.0
AB de Villiers,HH Pandya,39,88,0,225.6,88.0
AB de Villiers,HV Patel,23,53,0,230.4,53.0
AB de Villiers,Harbhajan Singh,78,110,3,141.0,36.7
AB de Villiers,Harmeet Singh,19,26,0,136.8,26.0
AB de Villiers,Harpreet Brar,6,1,1,16.7,1.0
AB de Villiers,I Sharma,33,37,0,112.1,37.0
AB de Villiers,IC Pandey,17,23,1,135.3,23.0
AB de Villiers,IK Pathan,41,67,0,163.4,67.0
AB de Villiers,IS Sodhi,12,22,0,183.3,22.0
AB de Villiers,Imran Tahir,40,58,3,145.0,19.3
AB de Villiers,Iqbal Abdulla,6,7,0,116.7,7.0
AB de Villiers,J Botha,8,10,0,125.0,10.0
AB de Villiers,J Suchith,11,25,0,227.3,25.0
AB de Villiers,JA Morkel,28,36,3,128.6,12.0
AB de Villiers,JC Archer,13,30,0,230.8,30.0
AB de Villiers,JD Ryder,4,9,0,,9.0
AB de Villiers,JD Unadkat,26,45,0,173.1,45.0
AB de Villiers,JEC Franklin,4,7,0,,7.0
AB de Villiers,JH Kallis,42,36,1,85.7,36.0
AB de Villiers,JJ Bumrah,88,131,3,148.9,43.7
AB de Villiers,JL Pattinson,6,13,0,216.7,13.0
AB de Villiers,JO Holder,10,7,0,70.0,7.0
AB de Villiers,JP Behrendorff,3,3,0,,3.0
AB de Villiers,JP Duminy,16,15,0,93.8,15.0
AB de Villiers,JP Faulkner,30,62,1,206.7,62.0
AB de Villiers,JR Hazlewood,2,2,0,,2.0
AB de Villiers,Joginder Sharma,7,6,0,85.7,6.0
AB de Villiers,K Gowtham,1,1,0,,1.0
AB de Villiers,K Rabada,23,42,1,182.6,42.0
AB de Villiers,KA Pollard,22,23,3,104.5,7.7
AB de Villiers,KC Cariappa,11,22,1,200.0,22.0
AB de Villiers,KH Pandya,47,51,4,108.5,12.8
AB de Villiers,KJ Abbott,2,0,1,,0.0
AB de Villiers,KK Ahmed,1,1,0,,1.0
AB de Villiers,KK Cooper,7,17,0,242.9,17.0
AB de Villiers,KL Nagarkoti,8,20,0,250.0,20.0
AB de Villiers,KP Appanna,8,9,1,112.5,9.0
AB de Villiers,KV Sharma,29,29,0,100.0,29.0
AB de Villiers,KW Richardson,6,14,1,233.3,14.0
AB de Villiers,Kamran Khan,8,6,0,75.0,6.0
AB de Villiers,Karanveer Singh,7,21,0,300.0,21.0
AB de Villiers,Kartik Tyagi,7,7,0,100.0,7.0
AB de Villiers,Kuldeep Yadav,12,22,0,183.3,22.0
AB de Villiers,L Ablish,3,2,0,,2.0
AB de Villiers,L Balaji,27,42,3,155.6,14.0
AB de Villiers,LH Ferguson,4,7,1,,7.0
AB de Villiers,M Ashwin,31,55,1,177.4,55.0
AB de Villiers,M Jansen,5,3,1,,3.0
AB de Villiers,M Kartik,14,12,0,85.7,12.0
AB de Villiers,M Markande,8,8,0,100.0,8.0
AB de Villiers,M Morkel,17,22,0,129.4,22.0
AB de Villiers,M Muralitharan,28,33,0,117.9,33.0
AB de Villiers,M Ntini,3,3,0,,3.0
AB de Villiers,M Prasidh Krishna,15,29,0,193.3,29.0
AB de Villiers,MC Henriques,36,57,1,158.3,57.0
AB de Villiers,MG Johnson,18,24,0,133.3,24.0
AB de Villiers,MG Neser,10,28,0,280.0,28.0
AB de Villiers,MJ McClenaghan,24,55,1,229.2,55.0
AB de Villiers,MJ Santner,9,9,0,100.0,9.0
AB de Villiers,MM Patel,27,37,0,137.0,37.0
AB de Villiers,MM Sharma,28,69,1,246.4,69.0
AB de Villiers,MP Stoinis,20,48,0,240.0,48.0
AB de Villiers,MR Marsh,4,16,1,,16.0
AB de Villiers,MS Gony,24,40,1,166.7,40.0
AB de Villiers,Mohammad Nabi,2,1,1,,1.0
AB de Villiers,Mohammed Shami,30,59,1,196.7,59.0
AB de Villiers,Monu Kumar,3,8,0,,8.0
AB de Villiers,Mujeeb Ur Rahman,7,15,0,214.3,15.0
AB de Villiers,Mustafizur Rahman,12,7,1,58.3,7.0
AB de Villiers,N Rana,5,12,1,,12.0
AB de Villiers,NLTC Perera,6,6,1,100.0,6.0
AB de Villiers,NM Coulter-Nile,2,4,1,,4.0
AB de Villiers,P Awana,10,19,1,190.0,19.0
AB de Villiers,P Kumar,25,52,0,208.0,52.0
AB de Villiers,P Negi,10,13,0,130.0,13.0
AB de Villiers,PC Valthaty,10,14,0,140.0,14.0
AB de Villiers,PJ Cummins,12,23,0,191.7,23.0
AB de Villiers,PJ Sangwan,4,6,0,,6.0
AB de Villiers,PP Chawla,52,53,4,101.9,13.2
AB de Villiers,PP Ojha,33,39,1,118.2,39.0
AB de Villiers,PV Tambe,32,54,1,168.8,54.0
AB de Villiers,Pankaj Singh,5,3,0,,3.0
AB de Villiers,Parvez Rasool,1,1,0,,1.0
AB de Villiers,R Ashwin,61,69,2,113.1,34.5
AB de Villiers,R Bhatia,27,36,0,133.3,36.0
AB de Villiers,R Dhawan,6,8,1,133.3,8.0
AB de Villiers,R McLaren,3,7,0,,7.0
AB de Villiers,R Parag,1,4,0,,4.0
AB de Villiers,R Sharma,12,10,1,83.3,10.0
AB de Villiers,R Tewatia,14,22,0,157.1,22.0
AB de Villiers,R Vinay Kumar,20,16,1,80.0,16.0
AB de Villiers,RA Jadeja,91,111,2,122.0,55.5
AB de Villiers,RD Chahar,28,34,0,121.4,34.0
AB de Villiers,RE van der Merwe,5,7,1,,7.0
AB de Villiers,RG Sharma,13,20,0,153.8,20.0
AB de Villiers,RJ Harris,5,10,0,,10.0
AB de Villiers,RP Singh,12,12,1,100.0,12.0
AB de Villiers,RR Powar,3,5,0,,5.0
AB de Villiers,RR Raje,7,9,0,128.6,9.0
AB de Villiers,RS Bopara,8,20,0,250.0,20.0
AB de Villiers,RV Gomez,4,19,0,,19.0
AB de Villiers,RV Patel,4,5,0,,5.0
AB de Villiers,Rashid Khan,41,45,3,109.8,15.0
AB de Villiers,Ravi Bishnoi,15,14,0,93.3,14.0
AB de Villiers,S Badree,1,1,0,,1.0
AB de Villiers,S Gopal,34,30,4,88.2,7.5
AB de Villiers,S Kaul,24,52,1,216.7,52.0
AB de Villiers,S Kaushik,4,12,0,,12.0
AB de Villiers,S Lamichhane,11,13,0,118.2,13.0
AB de Villiers,S Nadeem,54,77,1,142.6,77.0
AB de Villiers,S Randiv,12,13,0,108.3,13.0
AB de Villiers,S Sreesanth,15,18,2,120.0,9.0
AB de Villiers,S Tyagi,1,0,1,,0.0
AB de Villiers,SB Jakati,29,55,2,189.7,27.5
AB de Villiers,SE Rutherford,2,1,1,,1.0
AB de Villiers,SJ Srivastava,5,7,0,,7.0
AB de Villiers,SK Raina,1,1,0,,1.0
AB de Villiers,SK Trivedi,23,38,1,165.2,38.0
AB de Villiers,SK Warne,38,43,2,113.2,21.5
AB de Villiers,SL Malinga,61,124,1,203.3,124.0
AB de Villiers,SM Curran,3,6,0,,6.0
AB de Villiers,SM Pollock,9,3,0,33.3,3.0
AB de Villiers,SMSM Senanayake,3,4,0,,4.0
AB de Villiers,SN Thakur,29,48,2,165.5,24.0
AB de Villiers,SP Narine,39,53,4,135.9,13.2
AB de Villiers,SR Tendulkar,6,19,0,316.7,19.0
AB de Villiers,SR Watson,45,53,1,117.8,53.0
AB de Villiers,SS Cottrell,7,12,0,171.4,12.0
AB de Villiers,SS Sarkar,1,4,0,,4.0
AB de Villiers,STR Binny,15,16,0,106.7,16.0
AB de Villiers,SW Tait,5,1,0,,1.0
AB de Villiers,Sandeep Sharma,54,107,2,198.1,53.5
AB de Villiers,Shakib Al Hasan,32,49,0,153.1,49.0
AB de Villiers,Shivam Sharma,8,17,0,212.5,17.0
AB de Villiers,Shoaib Ahmed,6,4,1,66.7,4.0
AB de Villiers,Shoaib Akhtar,9,4,1,44.4,4.0
AB de Villiers,T Natarajan,19,25,1,131.6,25.0
AB de Villiers,TA Boult,21,55,1,261.9,55.0
AB de Villiers,TG Southee,16,23,0,143.8,23.0
AB de Villiers,TK Curran,2,5,0,,5.0
AB de Villiers,UT Yadav,26,42,1,161.5,42.0
AB de Villiers,Umran Malik,1,1,0,,1.0
AB de Villiers,V Pratap Singh,8,4,0,50.0,4.0
AB de Villiers,VR Aaron,16,32,0,200.0,32.0
AB de Villiers,WPUJC Vaas,9,8,0,88.9,8.0
AB de Villiers,YA Abdulla,2,2,0,,2.0
AB de Villiers,YK Pathan,14,23,0,164.3,23.0
AB de Villiers,Yuvraj Singh,6,6,0,100.0,6.0
AB de Villiers,Z Khan,21,28,1,133.3,28.0
AC Blizzard,AB Agarkar,2,4,0,,4.0
AC Blizzard,AC Thomas,4,5,1,,5.0
AC Blizzard,B Lee,10,23,1,230.0,23.0
AC Blizzard,BA Bhatt,1,1,0,,1.0
AC Blizzard,Bipul Sharma,2,2,0,,2.0
AC Blizzard,CH Gayle,5,1,0,,1.0
AC Blizzard,I Sharma,3,1,0,,1.0
AC Blizzard,IK Pathan,7,1,1,14.3,1.0
AC Blizzard,Iqbal Abdulla,7,9,0,128.6,9.0
AC Blizzard,JP Duminy,4,0,1,,0.0
AC Blizzard,M Morkel,12,29,0,241.7,29.0
AC Blizzard,P Kumar,7,12,1,171.4,12.0
AC Blizzard,R Bhatia,4,8,0,,8.0
AC Blizzard,S Aravind,1,0,1,,0.0
AC Blizzard,S Nadeem,5,3,1,,3.0
AC Blizzard,SB Wagh,2,1,0,,1.0
AC Blizzard,Shakib Al Hasan,5,10,0,,10.0
AC Blizzard,YK Pathan,4,1,0,,1.0
AC Blizzard,Z Khan,5,9,0,,9.0
AC Gilchrist,A Chandila,9,4,0,44.4,4.0
AC Gilchrist,A Kumble,38,34,3,89.5,11.3
AC Gilchrist,A Mishra,33,38,2,115.2,19.0
AC Gilchrist,A Mithun,10,18,0,180.0,18.0
AC Gilchrist,A Nehra,52,100,1,192.3,100.0
AC Gilchrist,A Singh,4,2,1,,2.0
AC Gilchrist,AB Agarkar,20,47,1,235.0,47.0
AC Gilchrist,AB Dinda,31,32,2,103.2,16.0
AC Gilchrist,AC Thomas,3,1,1,,1.0
AC Gilchrist,AD Mathews,18,19,2,105.6,9.5
AC Gilchrist,AM Nayar,4,19,0,,19.0
AC Gilchrist,AP Dole,6,17,1,283.3,17.0
AC Gilchrist,AS Rajpoot,4,9,0,,9.0
AC Gilchrist,Anand Rajan,6,10,0,166.7,10.0
AC Gilchrist,B Akhil,12,26,1,216.7,26.0
AC Gilchrist,B Kumar,12,19,1,158.3,19.0
AC Gilchrist,B Lee,26,33,0,126.9,33.0
AC Gilchrist,BJ Hodge,10,14,2,140.0,7.0
AC Gilchrist,BW Hilfenhaus,10,6,0,60.0,6.0
AC Gilchrist,CH Gayle,14,23,0,164.3,23.0
AC Gilchrist,CK Langeveldt,19,40,1,210.5,40.0
AC Gilchrist,CRD Fernando,2,0,1,,0.0
AC Gilchrist,DE Bollinger,11,8,1,72.7,8.0
AC Gilchrist,DJ Bravo,23,35,2,152.2,17.5
AC Gilchrist,DJ Hussey,3,4,0,,4.0
AC Gilchrist,DJG Sammy,1,0,1,,0.0
AC Gilchrist,DP Nannes,23,45,2,195.7,22.5
AC Gilchrist,DS Kulkarni,9,10,0,111.1,10.0
AC Gilchrist,DT Christian,12,27,1,225.0,27.0
AC Gilchrist,DW Steyn,52,50,1,96.2,50.0
AC Gilchrist,GD McGrath,7,5,1,71.4,5.0
AC Gilchrist,GH Vihari,5,2,0,,2.0
AC Gilchrist,Gagandeep Singh,5,10,0,,10.0
AC Gilchrist,Harbhajan Singh,27,27,2,100.0,13.5
AC Gilchrist,I Sharma,53,62,0,117.0,62.0
AC Gilchrist,IK Pathan,44,66,4,150.0,16.5
AC Gilchrist,Iqbal Abdulla,9,7,1,77.8,7.0
AC Gilchrist,J Botha,8,14,0,175.0,14.0
AC Gilchrist,JA Morkel,31,47,3,151.6,15.7
AC Gilchrist,JD Ryder,6,14,0,233.3,14.0
AC Gilchrist,JD Unadkat,13,18,0,138.5,18.0
AC Gilchrist,JH Kallis,42,56,0,133.3,56.0
AC Gilchrist,JJ van der Wath,5,10,0,,10.0
AC Gilchrist,JP Duminy,15,12,0,80.0,12.0
AC Gilchrist,JP Faulkner,5,10,0,,10.0
AC Gilchrist,JR Hopes,2,2,0,,2.0
AC Gilchrist,Joginder Sharma,3,6,0,,6.0
AC Gilchrist,KK Cooper,5,5,1,,5.0
AC Gilchrist,KP Pietersen,5,4,1,,4.0
